Gene start,Gene end,Strand,Gene name,Accnum,Product,Accession
3692343,3692780,-1,T_RS18255,WP_000560975.1,D-aminoacyl-tRNA deacylase,NC_004631.1
3692777,3693649,-1,T_RS18260,WP_000921423.1,virulence factor BrkB family protein,NC_004631.1
3693643,3694242,-1,T_RS18265,WP_000965695.1,glucose-1-phosphatase,NC_004631.1
3694433,3695236,-1,T_RS18270,WP_000059689.1,DeoR/GlpR family DNA-binding transcription regulator,NC_004631.1
3695270,3696166,-1,T_RS18275,WP_001520529.1,sugar kinase,NC_004631.1
3696330,3697226,1,T_RS18280,WP_000268240.1,sulfolactaldehyde 3-reductase,NC_004631.1
3697249,3698127,1,T_RS18285,WP_001067413.1,sulfofructosephosphate aldolase,NC_004631.1
3698143,3699384,1,T_RS18290,NA,sulfoquinovose isomerase,NC_004631.1
3699388,3700244,1,T_RS18295,NA,aldose-1-epimerase,NC_004631.1
3700288,3702324,1,T_RS18300,WP_001087028.1,alpha-glucosidase,NC_004631.1
3702370,3703752,1,T_RS18305,WP_000084241.1,MFS transporter,NC_004631.1
3703798,3705219,1,T_RS18310,WP_000064893.1,MFS transporter,NC_004631.1
3705287,3705979,1,T_RS18315,WP_000838825.1,porin OmpL,NC_004631.1
3706136,3706984,1,T_RS18320,WP_001042080.1,STM4015 family protein,NC_004631.1
3706997,3708022,1,T_RS26280,NA,STM4014 family protein,NC_004631.1
3708015,3708890,1,T_RS18335,WP_000282797.1,STM4013/SEN3800 family hydrolase,NC_004631.1
3708892,3710133,1,T_RS18345,NA,STM4012 family radical SAM protein,NC_004631.1
3710130,3711008,1,T_RS18350,WP_001681897.1,STM4011 family radical SAM protein,NC_004631.1
3710993,3711727,1,T_RS18355,WP_001270591.1,Cof-type HAD-IIB family hydrolase,NC_004631.1
3711782,3713605,-1,T_RS18360,WP_000572066.1,ribosome-dependent GTPase TypA,NC_004631.1
3713981,3715390,1,T_RS18365,WP_001271699.1,glutamate--ammonia ligase,NC_004631.1
3715665,3716714,1,T_RS18370,WP_000146194.1,nitrogen regulation protein NR(II),NC_004631.1
3716723,3718132,1,T_RS18375,WP_001188774.1,nitrogen regulation protein NR(I),NC_004631.1
3718245,3718355,1,T_RS26015,WP_001578131.1,YshB family small membrane protein,NC_004631.1
3718445,3719818,-1,T_RS18380,WP_000003520.1,oxygen-independent coproporphyrinogen III oxidase,NC_004631.1
3720007,3720522,-1,T_RS18385,WP_000743292.1,Der GTPase-activating protein YihI,NC_004631.1
3720641,3720865,-1,T_RS18390,WP_001541209.1,hypothetical protein,NC_004631.1
3721105,3721737,1,T_RS18395,WP_000183327.1,ribosome biogenesis GTP-binding protein YihA/YsxC,NC_004631.1
3722073,3724859,-1,T_RS18400,WP_000249956.1,DNA polymerase I,NC_004631.1
3725247,3726155,1,T_RS18410,WP_000196902.1,acyltransferase,NC_004631.1
3726168,3726791,-1,T_RS18415,WP_000725369.1,thiol:disulfide interchange protein DsbA,NC_004631.1
3726808,3727794,-1,T_RS18420,WP_000999265.1,serine/threonine protein kinase,NC_004631.1
3727871,3728140,-1,T_RS18425,WP_000649858.1,YihD family protein,NC_004631.1
3728210,3728794,1,T_RS18430,WP_001046874.1,molybdenum cofactor guanylyltransferase MobA,NC_004631.1
3728791,3729306,1,T_RS18435,WP_010989262.1,molybdopterin-guanine dinucleotide biosynthesis protein MobB,NC_004631.1
3735044,3735748,1,T_RS18460,WP_001131144.1,FadR family transcriptional regulator,NC_004631.1
3735760,3737187,1,T_RS26285,NA,multidrug transporter subunit MdtD,NC_004631.1
3737153,3738151,-1,T_RS18475,WP_000224487.1,ribose operon transcriptional repressor RbsR,NC_004631.1
3738155,3739084,-1,T_RS18480,WP_000844732.1,ribokinase,NC_004631.1
3739217,3740107,-1,T_RS18485,WP_001056260.1,ribose ABC transporter substrate-binding protein RbsB,NC_004631.1
3740132,3741097,-1,T_RS18490,WP_000211345.1,ribose ABC transporter permease,NC_004631.1
3741103,3742608,-1,T_RS18495,WP_000339360.1,ribose ABC transporter ATP-binding protein RbsA,NC_004631.1
3742616,3743035,-1,T_RS18500,WP_000715950.1,D-ribose pyranase,NC_004631.1
3743252,3745120,-1,T_RS18505,WP_000102337.1,low affinity potassium transporter Kup,NC_004631.1
3745468,3746964,1,T_RS18510,WP_000940993.1,ATPase RavA,NC_004631.1
3746958,3748409,1,T_RS18515,WP_000956591.1,ATPase RavA stimulator ViaA,NC_004631.1
3748414,3749406,-1,T_RS18520,WP_000845119.1,aspartate--ammonia ligase,NC_004631.1
3749557,3750015,1,T_RS18525,WP_000433016.1,transcriptional regulator AsnC,NC_004631.1
3750105,3750548,1,T_RS18530,WP_000763722.1,FMN-binding protein MioC,NC_004631.1
3750927,3752816,1,T_RS18535,WP_000499882.1,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,NC_004631.1
3752919,3753542,1,T_RS18540,WP_001519938.1,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,NC_004631.1
3754156,3754536,1,T_RS18545,WP_001145371.1,F0F1 ATP synthase subunit I,NC_004631.1
3754545,3755360,1,T_RS18550,WP_000135632.1,F0F1 ATP synthase subunit A,NC_004631.1
3755407,3755646,1,T_RS18555,WP_000429386.1,F0F1 ATP synthase subunit C,NC_004631.1
3755706,3756176,1,T_RS18560,WP_001052212.1,F0F1 ATP synthase subunit B,NC_004631.1
3756191,3756724,1,T_RS18565,WP_001288957.1,F0F1 ATP synthase subunit delta,NC_004631.1
3756737,3758278,1,T_RS18570,WP_001176751.1,F0F1 ATP synthase subunit alpha,NC_004631.1
3758329,3759192,1,T_RS18575,WP_000896504.1,F0F1 ATP synthase subunit gamma,NC_004631.1
3759219,3760601,1,T_RS18580,WP_000190499.1,F0F1 ATP synthase subunit beta,NC_004631.1
3760622,3761041,1,T_RS18585,WP_001251971.1,F0F1 ATP synthase subunit epsilon,NC_004631.1
3761270,3761968,1,T_RS18590,WP_000009901.1,Bax inhibitor-1 family protein,NC_004631.1
3762288,3763658,1,T_RS18595,WP_000934853.1,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,NC_004631.1
3763847,3765676,1,T_RS18600,WP_000334049.1,glutamine--fructose-6-phosphate transaminase (isomerizing),NC_004631.1
3766087,3766662,1,T_RS18605,WP_000773772.1,fimbrial protein,NC_004631.1
3766772,3767458,1,T_RS18610,WP_000457996.1,fimbrial chaperone,NC_004631.1
3767480,3770014,1,T_RS18620,NA,fimbrial biogenesis outer membrane usher protein,NC_004631.1
3770062,3771093,1,T_RS18625,WP_230374033.1,fimbrial protein StgD,NC_004631.1
3771124,3772881,-1,T_RS18630,WP_000235491.1,SgrR family transcriptional regulator,NC_004631.1
3772976,3773746,1,T_RS18635,WP_000166706.1,shikimate 5-dehydrogenase,NC_004631.1
3773795,3775168,1,T_RS18640,WP_000162539.1,fructose-specific PTS transporter subunit EIIC,NC_004631.1
3775334,3776374,1,T_RS18645,WP_000867129.1,phosphate ABC transporter substrate-binding protein PstS,NC_004631.1
3776510,3777469,1,T_RS18650,WP_000741630.1,phosphate ABC transporter permease PstC,NC_004631.1
3777469,3778359,1,T_RS18655,WP_000212190.1,phosphate ABC transporter permease PstA,NC_004631.1
3778446,3779219,1,T_RS18660,WP_000063118.1,phosphate ABC transporter ATP-binding protein PstB,NC_004631.1
3779234,3779959,1,T_RS18665,WP_000377800.1,phosphate signaling complex protein PhoU,NC_004631.1
3780054,3780719,-1,T_RS18670,WP_000078084.1,6-phosphogluconate phosphatase,NC_004631.1
3780888,3782225,1,T_RS18675,WP_001583487.1,adenine permease AdeP,NC_004631.1
3782270,3782854,-1,T_RS18680,WP_021013212.1,NAD(P)H-dependent oxidoreductase,NC_004631.1
3782854,3783609,-1,T_RS18685,WP_000190678.1,4'-phosphopantetheinyl transferase superfamily protein,NC_004631.1
3783767,3784726,-1,T_RS18690,WP_000749373.1,HTH-type transcriptional regulator YidZ,NC_004631.1
3784695,3785882,-1,T_RS18695,WP_000819608.1,MFS transporter,NC_004631.1
3786065,3787429,-1,T_RS18700,WP_000019075.1,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,NC_004631.1
3787571,3789217,-1,T_RS18705,WP_000378272.1,membrane protein insertase YidC,NC_004631.1
3789220,3789477,-1,T_RS18710,WP_001307474.1,membrane protein insertion efficiency factor YidD,NC_004631.1
3789441,3789800,-1,T_RS18715,WP_000239725.1,ribonuclease P protein component,NC_004631.1
3789817,3789957,-1,T_RS18720,WP_000831330.1,50S ribosomal protein L34,NC_004631.1
3790618,3792018,1,T_RS18725,WP_000059095.1,chromosomal replication initiator protein DnaA,NC_004631.1
3792023,3793123,1,T_RS18730,WP_000673474.1,DNA polymerase III subunit beta,NC_004631.1
3793321,3794394,1,T_RS18735,WP_000059373.1,DNA replication/repair protein RecF,NC_004631.1
3794423,3796837,1,T_RS18740,WP_000072047.1,DNA topoisomerase (ATP-hydrolyzing) subunit B,NC_004631.1
3796844,3797752,-1,T_RS18745,WP_001054598.1,LysR family transcriptional regulator,NC_004631.1
3797867,3799060,-1,T_RS18750,WP_000975831.1,mandelate racemase/muconate lactonizing enzyme family protein,NC_004631.1
3799074,3800336,-1,T_RS18755,WP_000061243.1,MFS transporter,NC_004631.1
3800625,3801437,1,T_RS18760,WP_000985571.1,sugar-phosphatase,NC_004631.1
3801639,3802661,1,T_RS18765,WP_000747401.1,hypothetical protein,NC_004631.1
3802658,3803797,1,T_RS18770,WP_001078027.1,BamA/TamA family outer membrane protein,NC_004631.1
3803794,3804921,1,T_RS18775,WP_001259271.1,DUF4056 domain-containing protein,NC_004631.1
3805026,3807761,-1,T_RS18780,WP_000106933.1,TMAO reductase system sensor histidine kinase/response regulator TorS,NC_004631.1
3807841,3808881,1,T_RS18785,WP_001259560.1,TMAO reductase system periplasmic protein TorT,NC_004631.1
3808854,3809548,-1,T_RS18790,NA,two-component system response regulator TorR,NC_004631.1
3809678,3810862,1,T_RS18795,WP_001230264.1,pentaheme c-type cytochrome TorC,NC_004631.1
3810852,3813404,1,T_RS18800,WP_000790669.1,trimethylamine-N-oxide reductase TorA,NC_004631.1
3813397,3814029,1,T_RS18805,WP_000595416.1,molecular chaperone TorD,NC_004631.1
3814219,3815619,1,T_RS18810,WP_000724476.1,cytochrome-c peroxidase,NC_004631.1
3815625,3816242,1,T_RS18815,WP_000888541.1,cytochrome c biogenesis heme-transporting ATPase CcmA,NC_004631.1
3816239,3816898,1,T_RS18820,WP_000990042.1,heme exporter protein CcmB,NC_004631.1
3816950,3817687,1,T_RS18825,WP_000266010.1,heme ABC transporter permease,NC_004631.1
3817684,3817896,1,T_RS18830,WP_000074110.1,heme exporter protein CcmD,NC_004631.1
3817893,3818372,1,T_RS18835,WP_001053607.1,cytochrome c maturation protein CcmE,NC_004631.1
3818369,3820300,1,T_RS18840,WP_000982516.1,heme lyase CcmF/NrfE family subunit,NC_004631.1
3820297,3820854,1,T_RS18845,WP_000828299.1,thiol:disulfide interchange protein DsbE,NC_004631.1
3820851,3821894,1,T_RS18850,WP_001238304.1,cytochrome c-type biogenesis protein CcmH,NC_004631.1
3822016,3823242,1,T_RS18855,WP_000809957.1,DUF3748 domain-containing protein,NC_004631.1
3823244,3823576,-1,T_RS18860,WP_001675643.1,YceK/YidQ family lipoprotein,NC_004631.1
3823886,3824299,1,T_RS18865,WP_001532742.1,heat shock chaperone IbpA,NC_004631.1
3824409,3824837,1,T_RS18870,WP_001766501.1,heat shock chaperone IbpB,NC_004631.1
3825031,3826692,1,T_RS18875,WP_001279783.1,putative transporter,NC_004631.1
3827135,3827482,1,T_RS26020,NA,YidH family protein,NC_004631.1
3827472,3827834,1,T_RS18885,WP_001113457.1,DUF202 domain-containing protein,NC_004631.1
3827831,3828361,1,T_RS18890,WP_000147843.1,radical SAM protein,NC_004631.1
3828443,3829765,-1,T_RS18895,WP_000427787.1,D-serine ammonia-lyase,NC_004631.1
3829783,3831120,-1,T_RS18900,WP_000543313.1,D-serine transporter DsdX,NC_004631.1
3831346,3832269,1,T_RS18905,WP_010989264.1,DNA-binding transcriptional regulator DsdC,NC_004631.1
3832333,3833418,1,T_RS18910,WP_000238915.1,cellulase family glycosylhydrolase,NC_004631.1
3833345,3834529,-1,T_RS18915,WP_000828742.1,multidrug efflux MFS transporter EmrD,NC_004631.1
3834732,3835592,-1,T_RS18920,NA,DMT family transporter,NC_004631.1
3835685,3835774,-1,T_RS18925,WP_000117642.1,type I toxin-antitoxin system toxin TisB,NC_004631.1
3835771,3835885,-1,T_RS26185,NA,hypothetical protein,NC_004631.1
3836408,3836506,1,T_RS18930,WP_001541152.1,ilvB operon leader peptide IvbL,NC_004631.1
3836613,3838301,1,T_RS18935,WP_000168445.1,acetolactate synthase large subunit,NC_004631.1
3838305,3838595,1,T_RS18940,WP_001171826.1,acetolactate synthase small subunit,NC_004631.1
3838597,3839382,-1,T_RS18945,WP_000448638.1,DeoR family transcriptional regulator,NC_004631.1
3839696,3840616,1,T_RS18950,WP_000350272.1,ribokinase,NC_004631.1
3840647,3841963,1,T_RS18955,WP_000998359.1,L-fucose:H+ symporter permease,NC_004631.1
3841975,3842988,1,T_RS18960,WP_000213217.1,aldose 1-epimerase family protein,NC_004631.1
3843142,3843732,1,T_RS18965,WP_000633674.1,transcriptional regulator UhpA,NC_004631.1
3843732,3845234,1,T_RS18970,WP_001091255.1,signal transduction histidine-protein kinase/phosphatase UhpB,NC_004631.1
3845244,3846572,1,T_RS18975,WP_000948180.1,MFS transporter,NC_004631.1
3846715,3848106,1,T_RS18980,WP_000879212.1,hexose-6-phosphate:phosphate antiporter,NC_004631.1
3848299,3848751,1,T_RS18985,WP_001519640.1,DUF1198 domain-containing protein,NC_004631.1
3849104,3849847,1,T_RS18990,WP_000854956.1,GntR family transcriptional regulator,NC_004631.1
3849865,3850338,1,T_RS18995,NA,PTS sugar transporter subunit IIA,NC_004631.1
3850335,3850622,1,T_RS19000,WP_000041396.1,PTS sugar transporter subunit IIB,NC_004631.1
3850698,3852056,1,T_RS19005,WP_000997823.1,PTS galactitol transporter subunit IIC,NC_004631.1
3852049,3853533,1,T_RS19010,WP_001113563.1,FGGY family carbohydrate kinase,NC_004631.1
3853596,3854456,1,T_RS19015,NA,class II aldolase,NC_004631.1
3854466,3854735,1,T_RS19020,WP_000621026.1,HPr family phosphocarrier protein,NC_004631.1
3854826,3855149,-1,T_RS19025,WP_001274842.1,DNA-binding transcriptional regulator,NC_004631.1
3855133,3855491,-1,T_RS19030,NA,type II toxin-antitoxin system RelE/ParE family toxin,NC_004631.1
3855707,3856900,1,T_RS19035,WP_001004798.1,purine ribonucleoside efflux pump NepI,NC_004631.1
3856960,3858342,-1,T_RS19040,WP_001270464.1,glycoside hydrolase family 1 protein,NC_004631.1
3858448,3858741,-1,T_RS19045,WP_000824217.1,hypothetical protein,NC_004631.1
3858938,3861737,1,T_RS19055,NA,transcriptional regulator DagR,NC_004631.1
3861959,3862384,1,T_RS19060,WP_000214106.1,PTS sugar transporter subunit IIA,NC_004631.1
3862395,3862880,1,T_RS19065,WP_001284295.1,PTS system mannose/fructose/N-acetylgalactosamine-transporter subunit IIB,NC_004631.1
3863026,3863775,1,T_RS19070,WP_000380259.1,PTS sugar transporter subunit IIC,NC_004631.1
3863772,3864632,1,T_RS19075,WP_001526325.1,PTS system mannose/fructose/sorbose family transporter subunit IID,NC_004631.1
3864636,3865745,1,T_RS19080,WP_000188469.1,D-glucosaminate-6-phosphate ammonia lyase,NC_004631.1
3865732,3866475,1,T_RS19085,WP_001186143.1,2-dehydro-3-deoxy-phosphogluconate aldolase,NC_004631.1
3866711,3867652,1,T_RS19090,WP_000749532.1,Rpn family recombination-promoting nuclease/putative transposase,NC_004631.1
3867695,3868597,-1,T_RS19095,WP_000535970.1,EamA family transporter,NC_004631.1
3869103,3869798,1,T_RS19100,WP_000392697.1,MgtC family protein,NC_004631.1
3870018,3872744,1,T_RS19105,WP_000131278.1,magnesium-translocating P-type ATPase,NC_004631.1
3872766,3872858,1,T_RS26030,WP_001082117.1,protein MgtR,NC_004631.1
3873059,3873537,1,T_RS19110,NA,anti-virulence regulatory inner membrane protein CigR,NC_004631.1
3873860,3874540,-1,T_RS19115,WP_000106461.1,isochorismatase family protein,NC_004631.1
3875325,3876181,1,T_RS19120,NA,transcriptional regulator,NC_004631.1
3876192,3876656,1,T_RS19125,WP_001521985.1,hypothetical protein,NC_004631.1
3876751,3879620,-1,T_RS19130,NA,intestinal colonization autotransporter adhesin MisL,NC_004631.1
3879695,3880312,-1,T_RS19135,WP_000984810.1,helix-turn-helix transcriptional regulator,NC_004631.1
3881069,3881179,-1,T_RS26190,NA,transposase,NC_004631.1
3881589,3881717,1,T_RS26560,NA,transposase,NC_004631.1
3882030,3883058,-1,T_RS19150,WP_000389730.1,virulence RhuM family protein,NC_004631.1
3883150,3883980,-1,T_RS19155,NA,DUF4942 domain-containing protein,NC_004631.1
3884129,3884725,-1,T_RS19160,WP_000173551.1,TIGR02646 family protein,NC_004631.1
3885287,3885631,1,T_RS19165,WP_000120781.1,hypothetical protein,NC_004631.1
3886331,3887713,1,T_RS19175,WP_000834259.1,glycoside-pentoside-hexuronide family transporter,NC_004631.1
3887725,3890043,1,T_RS19180,WP_000703001.1,alpha-xylosidase,NC_004631.1
3890146,3891855,-1,T_RS19185,WP_000766661.1,AsmA family protein,NC_004631.1
3891976,3893367,-1,T_RS19190,WP_000115428.1,xanthine/proton symporter XanP,NC_004631.1
3893594,3894799,1,T_RS19195,WP_000462255.1,sodium/glutamate symporter,NC_004631.1
3894835,3896916,-1,T_RS19200,WP_000016758.1,ATP-dependent DNA helicase RecG,NC_004631.1
3896922,3897611,-1,T_RS19205,WP_001068431.1,tRNA (guanosine(18)-2'-O)-methyltransferase TrmH,NC_004631.1
3897616,3899727,-1,T_RS19210,WP_000280498.1,bifunctional GTP diphosphokinase/guanosine-3'%2C5'-bis pyrophosphate 3'-pyrophosphohydrolase,NC_004631.1
3899746,3900021,-1,T_RS19215,WP_000135058.1,DNA-directed RNA polymerase subunit omega,NC_004631.1
3900076,3900699,-1,T_RS19220,WP_000046966.1,guanylate kinase,NC_004631.1
3900956,3902640,1,T_RS19225,NA,NAD-dependent DNA ligase LigB,NC_004631.1
3902637,3903254,-1,T_RS19230,WP_000924333.1,trimeric intracellular cation channel family protein,NC_004631.1
3903502,3904386,-1,T_RS19235,WP_001083227.1,HARLDQ motif MBL-fold protein,NC_004631.1
3904460,3905362,1,T_RS19240,WP_001050861.1,LysR family transcriptional regulator,NC_004631.1
3905412,3906275,-1,T_RS19245,WP_000621352.1,YicC family protein,NC_004631.1
3906401,3907117,1,T_RS19250,WP_001247078.1,ribonuclease PH,NC_004631.1
3907196,3907837,1,T_RS19255,WP_000806169.1,orotate phosphoribosyltransferase,NC_004631.1
3907915,3908511,-1,T_RS19260,WP_000818596.1,nucleoid occlusion factor SlmA,NC_004631.1
3908619,3909077,-1,T_RS19265,WP_000976078.1,dUTP diphosphatase,NC_004631.1
3909055,3910275,-1,T_RS19270,WP_000050173.1,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,NC_004631.1
3910451,3911116,1,T_RS19275,WP_000380129.1,DNA repair protein RadC,NC_004631.1
3911334,3911570,1,T_RS19280,WP_001519051.1,50S ribosomal protein L28,NC_004631.1
3911591,3911758,1,T_RS19285,WP_001051798.1,50S ribosomal protein L33,NC_004631.1
3911856,3912665,1,T_RS19290,WP_001114515.1,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,NC_004631.1
3912693,3913172,-1,T_RS19295,WP_001171888.1,pantetheine-phosphate adenylyltransferase,NC_004631.1
3913181,3914458,-1,T_RS19300,WP_000891584.1,lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase,NC_004631.1
3914867,3915937,1,T_RS19305,WP_071525109.1,lipopolysaccharide core heptosyltransferase RfaQ,NC_004631.1
3915934,3917058,1,T_RS19310,WP_001261571.1,glycosyltransferase family 4 protein,NC_004631.1
3917051,3917848,1,T_RS19315,WP_000229818.1,lipopolysaccharide core heptose(I) kinase RfaP,NC_004631.1
3917889,3918272,1,T_RS19320,WP_010989266.1,hypothetical protein,NC_004631.1
3918296,3918964,1,T_RS19325,WP_000526100.1,polysaccharide pyruvyl transferase family protein,NC_004631.1
3919024,3920103,1,T_RS19330,WP_000704702.1,lipopolysaccharide 1%2C6-galactosyltransferase,NC_004631.1
3920109,3921122,1,T_RS19335,WP_000088491.1,lipopolysaccharide 3-alpha-galactosyltransferase,NC_004631.1
3921140,3922150,1,T_RS19340,WP_000376863.1,lipopolysaccharide 1%2C2-glucosyltransferase RfaJ,NC_004631.1
3922173,3922871,1,T_RS19345,WP_000582822.1,lipopolysaccharide core heptose(II) kinase RfaY,NC_004631.1
3923021,3923830,1,T_RS19350,WP_000536021.1,3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZ,NC_004631.1
3923929,3925074,1,T_RS19355,WP_000591814.1,lipopolysaccharide N-acetylglucosaminyltransferase,NC_004631.1
3925131,3926345,-1,T_RS19360,WP_000958453.1,O-antigen ligase RfaL,NC_004631.1
3926385,3927338,-1,T_RS19365,WP_001264610.1,lipopolysaccharide heptosyltransferase RfaC,NC_004631.1
3927338,3928384,-1,T_RS19370,WP_000699210.1,ADP-heptose--LPS heptosyltransferase RfaF,NC_004631.1
3928387,3929319,-1,T_RS19375,WP_000587771.1,ADP-glyceromanno-heptose 6-epimerase,NC_004631.1
3929522,3930718,1,T_RS19380,WP_001213794.1,glycine C-acetyltransferase,NC_004631.1
3930728,3931753,1,T_RS19385,WP_000645995.1,L-threonine 3-dehydrogenase,NC_004631.1
3932248,3933282,1,T_RS19390,WP_000798185.1,glycosyltransferase,NC_004631.1
3933269,3934231,-1,T_RS19395,WP_001135520.1,divergent polysaccharide deacetylase family protein,NC_004631.1
3934235,3935494,-1,T_RS19400,WP_230374039.1,murein hydrolase activator EnvC,NC_004631.1
3935528,3937072,-1,T_RS19405,WP_000116577.1,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase,NC_004631.1
